"INDICATOR_SEQ","PARENT_SEQ","AGENCY_NAME","INDICATOR_NAME","DESCRIPTION","CATEGORY","FREQUENCY","DESIRED_CHANGE","INDICATOR_UNIT","DECIMAL_PLACES","PERIOD_YEAR","PERIOD_MONTH","YTD_TARGET","YTD_ACTUAL","MONTHLY_TARGET","MONTHLY_ACTUAL","YYYY_MM"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,11,99.40,98.89,99.40,99.00,"2010-11"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,12,99.40,98.27,99.40,96.37,"2010-12"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,1,99.36,97.52,99.36,97.52,"2011-01"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,2,99.36,97.60,99.36,97.69,"2011-02"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,3,99.36,97.94,99.36,98.56,"2011-03"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,4,99.36,98.06,99.36,98.42,"2011-04"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,5,99.36,97.85,99.36,97.06,"2011-05"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,6,99.36,97.58,99.36,96.25,"2011-06"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,7,99.36,97.74,99.36,98.73,"2011-07"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,8,99.36,97.82,99.36,98.38,"2011-08"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,9,99.36,97.84,99.36,98.04,"2011-09"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,10,99.36,97.86,99.36,97.99,"2011-10"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,11,99.36,97.90,99.36,98.30,"2011-11"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,12,99.36,97.95,99.36,98.58,"2011-12"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,1,99.36,98.74,99.36,98.74,"2012-01"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,2,99.36,98.51,99.36,98.28,"2012-02"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,3,99.36,98.67,99.36,98.63,"2012-03"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,4,99.36,98.67,99.36,99.03,"2012-04"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,5,99.36,98.59,99.36,98.27,"2012-05"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,6,99.36,98.51,99.36,98.09,"2012-06"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,7,99.36,98.59,99.36,99.13,"2012-07"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,8,99.36,98.67,99.36,99.28,"2012-08"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,9,99.36,98.73,99.36,99.23,"2012-09"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,10,99.36,98.79,99.36,99.30,"2012-10"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,11,99.36,98.75,99.36,98.36,"2012-11"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,12,99.36,98.80,99.36,99.25,"2012-12"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,1,99.36,98.99,99.36,98.99,"2013-01"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,2,99.36,98.99,99.36,99.00,"2013-02"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,3,99.36,99.02,99.36,99.08,"2013-03"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,4,99.36,99.12,99.36,99.39,"2013-04"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,5,99.36,99.09,99.36,99.01,"2013-05"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,6,99.36,99.04,99.36,98.78,"2013-06"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,7,99.36,99.08,99.36,99.32,"2013-07"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,8,99.36,99.12,99.36,99.39,"2013-08"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,9,99.36,99.12,99.36,99.11,"2013-09"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,10,99.36,99.10,99.36,98.96,"2013-10"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,11,99.36,99.10,99.36,99.05,"2013-11"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,12,99.36,99.11,99.36,99.25,"2013-12"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,1,99.36,98.08,99.36,98.08,"2014-01"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,2,99.36,98.08,99.36,98.09,"2014-02"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,3,99.36,98.16,99.36,98.30,"2014-03"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,4,99.36,98.37,99.36,98.99,"2014-04"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,5,99.36,98.36,99.36,98.33,"2014-05"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,6,99.36,98.29,99.36,97.94,"2014-06"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,7,99.36,98.40,99.36,99.10,"2014-07"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,8,99.36,98.49,99.36,99.10,"2014-08"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,9,99.36,98.45,99.36,98.16,"2014-09"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,10,99.36,98.44,99.36,98.35,"2014-10"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,11,99.36,98.44,99.36,98.46,"2014-11"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,12,99.36,98.43,99.36,98.35,"2014-12"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,1,99.36,96.71,99.36,96.71,"2015-01"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,2,99.36,97.18,99.36,97.70,"2015-02"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,3,99.36,97.51,99.36,98.12,"2015-03"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,4,99.36,97.79,99.36,98.64,"2015-04"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,5,99.36,97.68,99.36,97.25,"2015-05"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,6,99.36,97.67,99.36,97.58,"2015-06"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,7,99.36,97.80,99.36,98.63,"2015-07"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,8,99.36,97.94,99.36,98.94,"2015-08"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,9,99.36,98.07,99.36,99.14,"2015-09"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,10,99.36,98.17,99.36,99.07,"2015-10"
374917,374903,"NYC Transit","Queens Village Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,11,99.36,98.24,99.36,98.90,"2015-11"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,1,99.40,99.21,99.40,99.21,"2008-01"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,2,99.40,98.94,99.40,98.66,"2008-02"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,3,99.40,99.04,99.40,99.23,"2008-03"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,4,99.40,99.06,99.40,99.11,"2008-04"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,5,99.40,98.95,99.40,98.51,"2008-05"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,6,99.40,98.90,99.40,98.66,"2008-06"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,7,99.40,98.93,99.40,99.08,"2008-07"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,8,99.40,98.96,99.40,99.16,"2008-08"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,9,99.40,98.97,99.40,99.12,"2008-09"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,10,99.40,99.01,99.40,99.35,"2008-10"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,11,99.40,99.00,99.40,98.88,"2008-11"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2008,12,99.40,98.99,99.40,98.91,"2008-12"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,1,99.40,99.18,99.40,99.18,"2009-01"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,2,99.40,99.17,99.40,99.15,"2009-02"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,3,99.40,99.08,99.40,98.91,"2009-03"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,4,99.40,99.07,99.40,99.06,"2009-04"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,5,99.40,98.93,99.40,98.36,"2009-05"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,6,99.40,98.85,99.40,98.48,"2009-06"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,7,99.40,98.80,99.40,98.46,"2009-07"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,8,99.40,98.75,99.40,98.43,"2009-08"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,9,99.40,98.77,99.40,98.91,"2009-09"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,10,99.40,98.79,99.40,98.95,"2009-10"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,11,99.40,98.82,99.40,99.21,"2009-11"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2009,12,99.40,98.81,99.40,98.63,"2009-12"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,1,99.40,99.07,99.40,99.07,"2010-01"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,2,99.40,98.35,99.40,97.57,"2010-02"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,3,99.40,98.14,99.40,97.75,"2010-03"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,4,99.40,97.88,99.40,97.11,"2010-04"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,5,99.40,97.26,99.40,94.80,"2010-05"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,6,99.40,96.73,99.40,94.09,"2010-06"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,7,99.40,96.90,99.40,97.98,"2010-07"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,8,99.40,97.07,99.40,98.24,"2010-08"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,9,99.40,97.78,99.40,99.10,"2010-09"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,10,99.40,97.87,99.40,98.77,"2010-10"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,11,99.40,97.96,99.40,98.84,"2010-11"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2010,12,99.40,97.44,99.40,96.65,"2010-12"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,1,99.36,97.75,99.36,97.75,"2011-01"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,2,99.36,97.76,99.36,97.77,"2011-02"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,3,99.36,97.89,99.36,98.14,"2011-03"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,4,99.36,98.08,99.36,98.63,"2011-04"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,5,99.36,98.04,99.36,97.91,"2011-05"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,6,99.36,97.94,99.36,97.42,"2011-06"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,7,99.36,97.96,99.36,98.06,"2011-07"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,8,99.36,98.00,99.36,98.27,"2011-08"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,9,99.36,98.05,99.36,98.51,"2011-09"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,10,99.36,98.06,99.36,98.10,"2011-10"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,11,99.36,98.06,99.36,98.06,"2011-11"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2011,12,99.36,98.07,99.36,98.28,"2011-12"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,1,99.36,97.98,99.36,97.98,"2012-01"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,2,99.36,97.91,99.36,97.83,"2012-02"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,3,99.36,98.15,99.36,98.01,"2012-03"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,4,99.36,98.15,99.36,98.76,"2012-04"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,5,99.36,98.26,99.36,98.69,"2012-05"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,6,99.36,98.34,99.36,98.73,"2012-06"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,7,99.36,98.43,99.36,99.01,"2012-07"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,8,99.36,98.50,99.36,98.96,"2012-08"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,9,99.36,98.57,99.36,99.20,"2012-09"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,10,99.36,98.65,99.36,99.26,"2012-10"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,11,99.36,98.68,99.36,99.03,"2012-11"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2012,12,99.36,98.71,99.36,99.02,"2012-12"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,1,99.36,98.98,99.36,98.98,"2013-01"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,2,99.36,98.83,99.36,98.67,"2013-02"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,3,99.36,98.94,99.36,99.15,"2013-03"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,4,99.36,99.02,99.36,99.25,"2013-04"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,5,99.36,99.00,99.36,98.91,"2013-05"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,6,99.36,98.99,99.36,98.96,"2013-06"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,7,99.36,99.03,99.36,99.23,"2013-07"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,8,99.36,99.06,99.36,99.26,"2013-08"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,9,99.36,99.09,99.36,99.39,"2013-09"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,10,99.36,99.11,99.36,99.25,"2013-10"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,11,99.36,99.13,99.36,99.30,"2013-11"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2013,12,99.36,99.15,99.36,99.30,"2013-12"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,1,99.36,98.88,99.36,98.88,"2014-01"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,2,99.36,98.72,99.36,98.55,"2014-02"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,3,99.36,98.89,99.36,99.22,"2014-03"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,4,99.36,98.99,99.36,99.26,"2014-04"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,5,99.36,99.03,99.36,99.18,"2014-05"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,6,99.36,99.03,99.36,99.02,"2014-06"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,7,99.36,99.06,99.36,99.24,"2014-07"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,8,99.36,99.09,99.36,99.31,"2014-08"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,9,99.36,99.12,99.36,99.35,"2014-09"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,10,99.36,99.14,99.36,99.34,"2014-10"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,11,99.36,99.14,99.36,99.18,"2014-11"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2014,12,99.36,99.16,99.36,99.39,"2014-12"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,1,99.36,97.45,99.36,97.45,"2015-01"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,2,99.36,98.05,99.36,98.71,"2015-02"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,3,99.36,98.46,99.36,99.22,"2015-03"
374919,374903,"NYC Transit","Kingsbridge Depot - % of Completed Trips","The percent of total scheduled bus trips completed","Service Indicators","M","U","%",2,2015,4,99.36,98.71,99.36,99.47,"2015-04"
