"INDICATOR_SEQ","PARENT_SEQ","AGENCY_NAME","INDICATOR_NAME","DESCRIPTION","CATEGORY","FREQUENCY","DESIRED_CHANGE","INDICATOR_UNIT","DECIMAL_PLACES","PERIOD_YEAR","PERIOD_MONTH","YTD_TARGET","YTD_ACTUAL","MONTHLY_TARGET","MONTHLY_ACTUAL"
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2010,10,95.10,95.10,95.10,96.50
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2010,11,95.10,95.30,95.10,98.00
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2010,12,95.10,95.40,95.10,95.20
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2011,1,95.10,93.20,95.10,93.20
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2011,2,95.10,95.10,95.10,97.30
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2011,3,95.10,95.70,95.10,96.70
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2011,4,95.10,96.30,95.10,98.00
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2011,5,95.10,96.20,95.10,96.00
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2011,6,95.10,96.00,95.10,94.90
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2011,7,95.10,95.80,95.10,94.70
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2011,8,95.10,95.40,95.10,92.50
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2011,9,95.10,95.20,95.10,93.50
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2011,10,95.10,95.30,95.10,96.70
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2011,11,95.10,95.50,95.10,97.50
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2011,12,95.10,95.80,95.10,98.10
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2012,1,95.10,97.10,95.10,97.10
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2012,2,95.10,97.60,95.10,98.00
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2012,3,95.10,97.30,95.10,96.90
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2012,4,95.10,97.20,95.10,96.80
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2012,5,95.10,97.20,95.10,97.10
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2012,6,95.10,96.80,95.10,94.90
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2012,7,95.10,96.70,95.10,95.80
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2012,8,95.10,96.60,95.10,96.00
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2012,9,95.10,96.50,95.10,95.70
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2012,10,95.10,96.50,95.10,96.50
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2012,11,95.10,96.40,95.10,95.20
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2012,12,95.10,96.30,95.10,95.40
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2013,1,95.10,95.40,95.10,95.40
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2013,2,95.10,95.90,95.10,96.60
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2013,3,95.10,94.90,95.10,92.90
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2013,4,95.10,95.30,95.10,96.30
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2013,5,95.10,95.40,95.10,96.20
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2013,6,95.10,95.60,95.10,96.10
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2013,7,95.10,95.30,95.10,93.70
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2013,8,95.10,95.00,95.10,93.40
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2013,9,95.10,95.10,95.10,95.30
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2013,10,95.10,95.20,95.10,96.60
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2013,11,95.10,95.10,95.10,94.20
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2013,12,95.10,95.30,95.10,97.10
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2014,1,95.10,90.80,95.10,90.80
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2014,2,95.10,92.00,95.10,93.20
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2014,3,95.10,92.80,95.10,94.60
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2014,4,95.10,93.30,95.10,94.70
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2014,5,95.10,93.00,95.10,91.60
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2014,6,95.10,93.10,95.10,93.80
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2014,7,95.10,93.30,95.10,94.20
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2014,8,95.10,93.40,95.10,94.00
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2014,9,95.10,93.60,95.10,95.10
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2014,10,95.10,93.70,95.10,94.70
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2014,11,95.10,93.80,95.10,94.70
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2014,12,95.10,93.70,95.10,92.70
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2015,1,95.90,90.40,95.90,90.40
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2015,2,95.90,90.23,95.90,90.10
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2015,3,95.90,91.37,95.90,93.47
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2015,4,95.90,92.20,95.90,94.50
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2015,5,95.90,92.80,95.90,95.00
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2015,6,95.90,93.00,95.90,94.40
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2015,7,95.90,92.90,95.90,92.20
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2015,8,95.90,92.90,95.90,92.60
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2015,9,95.90,92.70,95.90,91.80
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2015,10,95.90,92.79,95.90,93.39
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2015,11,95.90,93.00,95.90,94.60
373906,20421,"Long Island Rail Road"," Long Beach Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2015,12,95.90,93.30,95.90,96.30
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2008,1,0,96.50,0,96.50
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2008,2,0,95.40,0,94.20
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2008,3,0,94.60,0,93.00
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2008,4,0,95.00,0,96.40
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2008,5,0,95.10,0,95.30
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2008,6,0,94.60,0,92.30
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2008,7,0,94.00,0,90.20
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2008,8,0,93.90,0,93.10
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2008,9,0,93.90,0,94.10
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2008,10,0,94.00,0,94.40
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2008,11,0,93.60,0,89.90
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2008,12,0,93.70,0,94.50
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2009,1,0,95.60,0,95.60
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2009,2,0,95.40,0,95.20
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2009,3,0,94.10,0,91.60
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2009,4,0,94.20,0,94.40
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2009,5,0,94.00,0,93.30
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2009,6,0,94.10,0,94.70
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2009,7,0,93.40,0,89.50
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2009,8,0,93.00,0,90.50
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2009,9,0,93.10,0,93.50
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2009,10,0,92.90,0,91.40
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2009,11,0,92.70,0,89.80
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2009,12,0,92.30,0,87.90
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2010,1,95.10,96.40,95.10,96.40
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2010,2,95.10,94.60,95.10,92.70
373907,20421,"Long Island Rail Road","Montauk Branch - OTP","The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.","Service Indicators","M","U","%",1,2010,3,95.10,93.00,95.10,90.00
